file,artist,title,lyrics,genre,mood,year
TRBGAWQ128F9305F25.h5,Seventh Day Slumber,Famous One,"For all You've done and yet to do
With every breath I'm praising You
Desire of the nations and every heart
You alone are God
You alone are God

You are the Lord
The famous one, famous one
Great is Your name in all the earth
The heavens declare
You're glorious, glorious
Great is Your fame beyond the earth

The morning star is shining through
And every eye is watching You
Revealed by nature and miracles
You are beautiful
You are beautiful

You are the Lord
The famous one, famous one
Great is Your name in all the earth
The heavens declare
You're glorious, glorious
Great is Your fame beyond the earth",Rock,happy,2009
TRBGBGO128F4264203.h5,Firehouse,Talk Of The Town,"Everywhere in this city
Word is getting around
About a girl who's so damn pretty
She's the talk of the town
Dressed in black she's a heart attack
Well she's a hard one to tame
Ooh she's livin' up to her reputation
She's livin' up to her name

Everywhere she goes she gets everyone talkin', talkin'
And anytime she's anywhere around
Everybody says she's the talk of the town

Oh my, my she's so fine
And she's the talk of the town
Oughta know by now
She's the talk of the town
Well she's the talk of the town

Built to kill with body language
She's got them talkin' about her
She makes the best of a sticky situation
That's the kind of thing

Everywhere she goes she gets
Everyone talkin', talkin'
And anytime she's anywhere around
Everybody says she's the talk of the town

Oh my, my she's so fine
And she's the talk of the town
Oughta know by now
She's the talk of the town
Well she's the talk of the town

The talk of the town
Now she's the talk of the town",Rock,happy,1992
TRBGBUY128F422B413.h5,Casiotone For The Painfully Alone,Attic Room,"Raccoons in the trash, a voice on the breeze
The fits and the screams when you were only thirteen
You had the attic room
You heard the whole thing

Under the slanted ceiling your dad painted blue
Whatever happened to you
Only the worst could be assumed
You're dreaming often of the attic room

In other rooms with other boys
Under other ceilings
The springs and the sighs
May drown another night

But you wake up shaking and all that's new
Is the owner of the arm around you
How could he know what to do
He never had the attic room",Jazz,sad,2003
TRBGCAK128F425F3CC.h5,The Prodigy,Firestarter,"I'm the trouble starter
Punkin' instigator
I'm the fear addicted
Danger illustrated

I'm a firestarter
Twisted firestarter
You're a firestarter
Twisted firestarter
I'm a firestarter
Twisted firestarter

I'm the bitch you hated
Filth infatuated
Yeah
I'm the pain you tasted
Fell intoxicated

I'm a firestarter
Twisted firestarter
You're a firestarter
Twisted firestarter

I'm the self-inflicted
Mine detonator
Yeah
I'm the one infected
Twisted animator

I'm a firestarter
Twisted firestarter
You're a firestarter
Twisted firestarter
I'm a firestarter
Twisted firestarter
Starter
Starter
Starter",Electronic,sad,1996
TRBGCLK128F4237A50.h5,Phil Collins,Testify,"Testify

I want to be testify, testify my love for you
I'm here to testify, testify my love for you
And I will do, all that I can do for you
Together, we will be together

Come on testify, testify your love for me
Testify, testify your love for me
You can be all the things you want to be
And together, we will be together

Every heart that's ever been broken
Knows these things must not go unspoken
Giving yourself, giving each other
The strength to lean on one another
I'll be there for you, you'll be here for me

That is why I want to testify, testify my faith in you
Come on and testify, testify your trust in me
We can be all the things we want to be
And together, we can do it together

Every heart that's ever been broken
Knows these things must not go unspoken
Giving yourself, giving each other
The strength to lean on one another
I'll be there for you, you'll be here for me

I want to be testify, testify my love for you
I'm here to testify, testify my love for you
And I will do, all that I can do for you
And you know together, we will always be together",Rock,sad,2002
TRBGCUP12903CCFE38.h5,Adam Ant,Mohair Locker Room Pin-Up Boys,"Big C big H mash Mary name it
What a ride what a ride
You got me dizzy with that bullwhip
We clutched each other the walls closed in
Don't bust my chops like Gungadin

We're coming home now diggety dig
The old zippo bang is what it is
We got flip-flop rubber, gung-ho toys
The mohair lockeroom pinup boys

Five years old, he loves the screen
Kissing with tongues and margerine

Fast and loose in just one thing
Fast and loose in everything
They sit around and laugh all day
Make paree and draw their pay

Pool's not in but the patio's dry
A shameful waste, we don't know why

I can lift weights what the hell
My little girl just thinks I'm swell
No back-slapping daddy-o
Ran the caddy up to 9-0",Rock,happy,1998
TRBGDQS128F9341414.h5,Gary Go,Open Arms,"Whatever happened to truth
Lost without a trace
Whatever happened to the mirror
That showed me a happy face
Whatever happened to sorry
You know it's never too late
Whatever happened to good things coming
Coming to those who wait
Whatever happened to this city
It's not like it used to be
Whatever happened to me

Whatever happened to living
Without fear
Wathever happened to peace all over
Such a strong idea
Whatever happende to our future
Cause I can see it in the rear view
Wathever happened to me
Whatever happened to you

Gotta look myself in the eye
And say it's gonna be alright
Maybe everything won't be alright
All the time
I've gotta take these chances where they are
It's gonna be alright
I've gotta see things for what they are
At the time

Lost with no place to begin
I'll slowly adjust to the sun just face I'm in

Whatever happened to the list
of things I wanted to be
Whatever happened to you
Whatever happened to me

Gotta look myself in the eye
And say it's gonna be alright
Maybe everything won't be alright
All the time
I've gotta take these chances where they are
And it's gonna be alright
I've gotta see things for what they are
At the time, at the time

Yeah the words are on the seam
Ready to receive
I'm the ocean you're the stream
Ready to receive
It's like open arms to me
Ready to, ready to receive

Gotta look myself in the eye
And say it's gonna be alright
Maybe everything won't be alright
All the time
No, I've gotta take these chances where they are
And it's gonna be alright
I've gotta see things for what they are
At the time
I've gotta see things for what they are
At the time,
At the time",Pop,sad,2009
TRBGDXT128F1487E86.h5,He Is Legend,Stampede,"We have been moving
To cuts and bruises
I'll sing a song for you
Run faster or you'll lose it
This is our heartbeat
Our words are so sweet
You dropped your medicine
Inside the water that we drink
Mama, tell me do I have a fever?

From the west I see the warrior sleep
And from the eat I watch the witches bathe my feet
I headed north and saw you dancing in the rain
I woke up in the south and I will never be the same
Mama, tell me do I have a fever?

I looked left to find your fingerprints were gone
I look right to something was going wrong
I looked up to see the sun had flickered out
I headed down the road that lead me to the south

Oh Lord, This road I travel
Has made my head unravel
I just want to go home
But this road won't let me go

Country road
Take me home
To the place
Where I belong
I'm so homesick
And I can't see straight
I'm not gonna make it
It's getting too late

Oh Lord, This road I travel
Has made my head unravel
I just want to go home
But this road won't let me go

We have been moving
To cuts and bruises
I'll sing a song for you
Run faster or you'll lose it
This is our heartbeat
Our words are so sweet
I cannot wake from you
You will not ever wake from me",Rock,sad,2006
TRBGEGB128F9345BD0.h5,Cece Winans,Come On Back Home,"Since the beginning you knew
He's been with you
You were raised in the church
so you know I'm tellin the truth
Livin like you don't know right from wrong
tellin yourself you're okay
God's word is always right
Just admit you've left the way
So I'm here to tell ya
it doesn't matter what you've done or where you been
Just fall on your knees, confess and he will forgive your sins

(chorus)
Come on back home, you've been away too long
God has been good to you
He's brought you through and through
Why can't you see the signs
We're living at the end
Jesus is coming soon
Don't wait too late my friend

Just surrender and stop the fight
Go head and throw in the towel
Why run from love any longer
When you're almost out of time
Let him restore you
And break up that fallow ground
All power is in his hands
To turn your whole life around
Let him in your heart
The choice is yours you don't have to be ashamed

(chorus)

Please don't ignore the knocking at your door
Let him in your heart, he'll forget the past and give a fresh new start
And this time hold on, don't let him, don't let him, don't let him go
He wants to wash you and fill you and heal you and love you like...

(chorus)",Christian,sad,1998
TRBGGBF128F425E4D1.h5,bel canto,Rumour (Abstract Hip Hop Mix),"This is the morning
When our feelings rise together with the sun
There are the feelings that are yet to be awoken
How many wishes fade to nothing 
Once they face reality?
How many wishes turn to grief?
How many wishes going on and on and on and on.
Yeah, yeah, yeah

Ouh, hey, hey
I bless the sunshine
With my love-disease and all my knees and more
I bless the sunshine and no shadows haunt my walls
Blue is a state of mind
Blue makes you colourblind
Beware of it, beware of it

You talk about a rumour
You talk about dead-end streets
About this rumour
Its not the way to think
Talk about a rumour 
Then talk about a higher love 
You know it won't 
It won't satisfy my needs
It won't satisfy my needs
Say ne, ne, ne, ne, ne, ne, ne

Talk about a rumour

No one expected this
That I should falter in a maudlin sky
No one expected this
But I misjudged and aimed to high
Blue is a sacred place
Where shattered dreams find shelter, well
Blue is a state of mind
Blue makes you colour-blind

You talk about a rumour
You talk about dead-end streets
About this rumour
It's God in me
So, if you talk about a rumour
Then talk about a higher love
You talk about a rumour
When all it takes is simple love
And love and love and love and love
Simple love
And love and love and love and love
You're too high
Blue makes you colour-blind, yeah
Yeah hehe, love ....",Hip Hop/Rap,happy,1996
TRBGGOS128F9307FC5.h5,Remy Shand,The Second One,"Ohh 
All the best things 
They're never knockin' on my door 
Ain't it good no more 
Ain't it kickin' around (those strings ???) 
I can't wait to take my place 
When you're sealin' it all 
With your domesticated deals 
We all know, 
Someone's always workin' it 
Changin' like tomorrow never comes 

Ain't gonna turn my back no more 
Ain't gonna turn my back no more 
All your learnin' 
All your searchin' 
All your work is done 
Ain't gonna turn my back no more 
Ain't gonna turn my back no more 

You're the second one (8x) 

OH, was it worth it 
Hangin' up another day 
Till someone go your way 

Lost and lonely ain't no dream 
My and yours or so it seems 

Positively won my take... 
But nobody speaking 

Someone's always workin' it 
Changin' like tomorrow never comes 
Ain't gonna turn my back no more 
Ain't gonna turn my back no more 

All your learnin' 
All your searchin' 
All your work is done 

Ain't gonna turn my back no more 
Ain't gonna turn my back no more 

You're the second one (8x) 

Someone's always workin' it 
Changin' like tomorrow never comes 
Ain't gonna turn my back no more 
Ain't gonna turn my back no more 
All your learnin' 
All your searchin' 
All your work is done 

Ain't gonna turn my back no more 
Ain't gonna turn my back no more 

You're the second one (over & over) 20x",R&B,happy,2002
